date,home_team,away_team,home_score,away_score,status,goal_diff,result,vittorie_casa_home,vittorie_fuori_home,vittorie_totali_home,pareggi_casa_home,pareggi_fuori_home,pareggi_totali_home,sconfitte_casa_home,sconfitte_fuori_home,sconfitte_totali_home,goal_fatti_casa_home,goal_fatti_fuori_home,goal_fatti_totali_home,goal_subiti_casa_home,goal_subiti_fuori_home,goal_subiti_totali_home,diff_reti_home,media_goal_fatti_home,media_goal_subiti_home,vittorie_casa_away,vittorie_fuori_away,vittorie_totali_away,pareggi_casa_away,pareggi_fuori_away,pareggi_totali_away,sconfitte_casa_away,sconfitte_fuori_away,sconfitte_totali_away,goal_fatti_casa_away,goal_fatti_fuori_away,goal_fatti_totali_away,goal_subiti_casa_away,goal_subiti_fuori_away,goal_subiti_totali_away,diff_reti_away,media_goal_fatti_away,media_goal_subiti_away
2024-10-19T18:45:00Z,Juventus FC,SS Lazio,1,0,FINISHED,1,H,11,7,18,7,9,16,1,3,4,31,27,58,15,20,35,23,3.0526315789473686,1.8421052631578947,7,11,18,9,2,11,3,6,9,33,28,61,26,23,49,12,3.210526315789474,2.5789473684210527
2024-10-20T10:30:00Z,Empoli FC,SSC Napoli,0,1,FINISHED,-1,A,2,4,6,7,6,13,10,9,19,10,23,33,26,33,59,-26,1.736842105263158,3.1052631578947367,14,10,24,3,7,10,2,2,4,32,27,59,13,14,27,32,3.1052631578947367,1.4210526315789473
2024-10-20T13:00:00Z,US Lecce,ACF Fiorentina,0,6,FINISHED,-6,A,4,4,8,6,4,10,9,11,20,13,14,27,31,27,58,-31,1.4210526315789473,3.0526315789473686,12,7,19,4,4,8,3,8,11,32,28,60,18,23,41,19,3.1578947368421053,2.1578947368421053
2024-10-20T13:00:00Z,Venezia FC,Atalanta BC,0,2,FINISHED,-2,A,5,0,5,5,9,14,9,10,19,17,15,32,22,34,56,-24,1.6842105263157894,2.9473684210526314,9,13,22,5,3,8,5,3,8,36,42,78,24,13,37,41,4.105263157894737,1.9473684210526316
2024-10-20T16:00:00Z,Cagliari Calcio,Torino FC,3,2,FINISHED,1,H,6,3,9,4,5,9,9,11,20,24,16,40,28,28,56,-16,2.1052631578947367,2.9473684210526314,6,4,10,7,7,14,6,8,14,17,22,39,18,27,45,-6,2.0526315789473686,2.3684210526315788
2024-10-20T18:45:00Z,AS Roma,FC Internazionale Milano,0,1,FINISHED,-1,A,13,7,20,2,7,9,4,5,9,37,19,56,15,20,35,21,2.9473684210526314,1.8421052631578947,13,11,24,4,5,9,2,3,5,40,39,79,21,14,35,44,4.157894736842105,1.8421052631578947
2024-10-21T18:45:00Z,Hellas Verona FC,AC Monza,0,3,FINISHED,-3,A,4,6,10,5,2,7,10,11,21,15,19,34,36,30,66,-32,1.7894736842105263,3.473684210526316,1,2,3,5,4,9,13,13,26,13,15,28,31,38,69,-41,1.4736842105263157,3.6315789473684212
2024-10-25T16:30:00Z,Udinese Calcio,Cagliari Calcio,2,0,FINISHED,2,H,7,5,12,3,5,8,9,9,18,22,19,41,27,29,56,-15,2.1578947368421053,2.9473684210526314,6,3,9,4,5,9,9,11,20,24,16,40,28,28,56,-16,2.1052631578947367,2.9473684210526314
2024-10-25T18:45:00Z,Torino FC,Como 1907,1,0,FINISHED,1,H,6,4,10,7,7,14,6,8,14,17,22,39,18,27,45,-6,2.0526315789473686,2.3684210526315788,8,5,13,5,5,10,6,9,15,28,21,49,26,26,52,-3,2.5789473684210527,2.736842105263158
2024-10-26T13:00:00Z,SSC Napoli,US Lecce,1,0,FINISHED,1,H,14,10,24,3,7,10,2,2,4,32,27,59,13,14,27,32,3.1052631578947367,1.4210526315789473,4,4,8,6,4,10,9,11,20,13,14,27,31,27,58,-31,1.4210526315789473,3.0526315789473686
2024-10-26T18:45:00Z,Atalanta BC,Hellas Verona FC,6,1,FINISHED,5,H,9,13,22,5,3,8,5,3,8,36,42,78,24,13,37,41,4.105263157894737,1.9473684210526316,4,6,10,5,2,7,10,11,21,15,19,34,36,30,66,-32,1.7894736842105263,3.473684210526316
2024-10-27T11:30:00Z,Parma Calcio 1913,Empoli FC,1,1,FINISHED,0,D,5,2,7,6,9,15,8,8,16,25,19,44,28,30,58,-14,2.3157894736842106,3.0526315789473686,2,4,6,7,6,13,10,9,19,10,23,33,26,33,59,-26,1.736842105263158,3.1052631578947367
2024-10-27T14:00:00Z,SS Lazio,Genoa CFC,3,0,FINISHED,3,H,7,11,18,9,2,11,3,6,9,33,28,61,26,23,49,12,3.210526315789474,2.5789473684210527,5,5,10,7,6,13,7,8,15,21,16,37,25,24,49,-12,1.9473684210526316,2.5789473684210527
2024-10-27T14:00:00Z,AC Monza,Venezia FC,2,2,FINISHED,0,D,1,2,3,5,4,9,13,13,26,13,15,28,31,38,69,-41,1.4736842105263157,3.6315789473684212,5,0,5,5,9,14,9,10,19,17,15,32,22,34,56,-24,1.6842105263157894,2.9473684210526314
2024-10-27T17:00:00Z,FC Internazionale Milano,Juventus FC,4,4,FINISHED,0,D,13,11,24,4,5,9,2,3,5,40,39,79,21,14,35,44,4.157894736842105,1.8421052631578947,11,7,18,7,9,16,1,3,4,31,27,58,15,20,35,23,3.0526315789473686,1.8421052631578947
2024-10-27T19:45:00Z,ACF Fiorentina,AS Roma,5,1,FINISHED,4,H,12,7,19,4,4,8,3,8,11,32,28,60,18,23,41,19,3.1578947368421053,2.1578947368421053,13,7,20,2,7,9,4,5,9,37,19,56,15,20,35,21,2.9473684210526314,1.8421052631578947
2024-10-29T17:30:00Z,Cagliari Calcio,Bologna FC 1909,0,2,FINISHED,-2,A,6,3,9,4,5,9,9,11,20,24,16,40,28,28,56,-16,2.1052631578947367,2.9473684210526314,10,6,16,7,7,14,2,6,8,33,24,57,18,29,47,10,3.0,2.473684210526316
2024-10-29T17:30:00Z,US Lecce,Hellas Verona FC,1,0,FINISHED,1,H,4,4,8,6,4,10,9,11,20,13,14,27,31,27,58,-31,1.4210526315789473,3.0526315789473686,4,6,10,5,2,7,10,11,21,15,19,34,36,30,66,-32,1.7894736842105263,3.473684210526316
2024-10-29T19:45:00Z,AC Milan,SSC Napoli,0,2,FINISHED,-2,A,9,9,18,7,2,9,3,8,11,30,31,61,16,27,43,18,3.210526315789474,2.263157894736842,14,10,24,3,7,10,2,2,4,32,27,59,13,14,27,32,3.1052631578947367,1.4210526315789473
2024-10-30T17:30:00Z,Empoli FC,FC Internazionale Milano,0,3,FINISHED,-3,A,2,4,6,7,6,13,10,9,19,10,23,33,26,33,59,-26,1.736842105263158,3.1052631578947367,13,11,24,4,5,9,2,3,5,40,39,79,21,14,35,44,4.157894736842105,1.8421052631578947
2024-10-30T17:30:00Z,Venezia FC,Udinese Calcio,3,2,FINISHED,1,H,5,0,5,5,9,14,9,10,19,17,15,32,22,34,56,-24,1.6842105263157894,2.9473684210526314,7,5,12,3,5,8,9,9,18,22,19,41,27,29,56,-15,2.1578947368421053,2.9473684210526314
2024-10-30T19:45:00Z,Atalanta BC,AC Monza,2,0,FINISHED,2,H,9,13,22,5,3,8,5,3,8,36,42,78,24,13,37,41,4.105263157894737,1.9473684210526316,1,2,3,5,4,9,13,13,26,13,15,28,31,38,69,-41,1.4736842105263157,3.6315789473684212
2024-10-30T19:45:00Z,Juventus FC,Parma Calcio 1913,2,2,FINISHED,0,D,11,7,18,7,9,16,1,3,4,31,27,58,15,20,35,23,3.0526315789473686,1.8421052631578947,5,2,7,6,9,15,8,8,16,25,19,44,28,30,58,-14,2.3157894736842106,3.0526315789473686
2024-10-31T17:30:00Z,Genoa CFC,ACF Fiorentina,0,1,FINISHED,-1,A,5,5,10,7,6,13,7,8,15,21,16,37,25,24,49,-12,1.9473684210526316,2.5789473684210527,12,7,19,4,4,8,3,8,11,32,28,60,18,23,41,19,3.1578947368421053,2.1578947368421053
2024-10-31T19:45:00Z,Como 1907,SS Lazio,1,5,FINISHED,-4,A,8,5,13,5,5,10,6,9,15,28,21,49,26,26,52,-3,2.5789473684210527,2.736842105263158,7,11,18,9,2,11,3,6,9,33,28,61,26,23,49,12,3.210526315789474,2.5789473684210527
2024-10-31T19:45:00Z,AS Roma,Torino FC,1,0,FINISHED,1,H,13,7,20,2,7,9,4,5,9,37,19,56,15,20,35,21,2.9473684210526314,1.8421052631578947,6,4,10,7,7,14,6,8,14,17,22,39,18,27,45,-6,2.0526315789473686,2.3684210526315788
2024-11-02T14:00:00Z,Bologna FC 1909,US Lecce,1,0,FINISHED,1,H,10,6,16,7,7,14,2,6,8,33,24,57,18,29,47,10,3.0,2.473684210526316,4,4,8,6,4,10,9,11,20,13,14,27,31,27,58,-31,1.4210526315789473,3.0526315789473686
2024-11-02T17:00:00Z,Udinese Calcio,Juventus FC,0,2,FINISHED,-2,A,7,5,12,3,5,8,9,9,18,22,19,41,27,29,56,-15,2.1578947368421053,2.9473684210526314,11,7,18,7,9,16,1,3,4,31,27,58,15,20,35,23,3.0526315789473686,1.8421052631578947
2024-11-02T19:45:00Z,AC Monza,AC Milan,0,1,FINISHED,-1,A,1,2,3,5,4,9,13,13,26,13,15,28,31,38,69,-41,1.4736842105263157,3.6315789473684212,9,9,18,7,2,9,3,8,11,30,31,61,16,27,43,18,3.210526315789474,2.263157894736842
2024-11-03T11:30:00Z,SSC Napoli,Atalanta BC,0,3,FINISHED,-3,A,14,10,24,3,7,10,2,2,4,32,27,59,13,14,27,32,3.1052631578947367,1.4210526315789473,9,13,22,5,3,8,5,3,8,36,42,78,24,13,37,41,4.105263157894737,1.9473684210526316
2024-11-03T14:00:00Z,Torino FC,ACF Fiorentina,0,1,FINISHED,-1,A,6,4,10,7,7,14,6,8,14,17,22,39,18,27,45,-6,2.0526315789473686,2.3684210526315788,12,7,19,4,4,8,3,8,11,32,28,60,18,23,41,19,3.1578947368421053,2.1578947368421053
2024-11-03T17:00:00Z,Hellas Verona FC,AS Roma,3,2,FINISHED,1,H,4,6,10,5,2,7,10,11,21,15,19,34,36,30,66,-32,1.7894736842105263,3.473684210526316,13,7,20,2,7,9,4,5,9,37,19,56,15,20,35,21,2.9473684210526314,1.8421052631578947
2024-11-03T19:45:00Z,FC Internazionale Milano,Venezia FC,1,0,FINISHED,1,H,13,11,24,4,5,9,2,3,5,40,39,79,21,14,35,44,4.157894736842105,1.8421052631578947,5,0,5,5,9,14,9,10,19,17,15,32,22,34,56,-24,1.6842105263157894,2.9473684210526314
2024-11-04T17:30:00Z,Empoli FC,Como 1907,1,0,FINISHED,1,H,2,4,6,7,6,13,10,9,19,10,23,33,26,33,59,-26,1.736842105263158,3.1052631578947367,8,5,13,5,5,10,6,9,15,28,21,49,26,26,52,-3,2.5789473684210527,2.736842105263158
2024-11-04T17:30:00Z,Parma Calcio 1913,Genoa CFC,0,1,FINISHED,-1,A,5,2,7,6,9,15,8,8,16,25,19,44,28,30,58,-14,2.3157894736842106,3.0526315789473686,5,5,10,7,6,13,7,8,15,21,16,37,25,24,49,-12,1.9473684210526316,2.5789473684210527
2024-11-04T19:45:00Z,SS Lazio,Cagliari Calcio,2,1,FINISHED,1,H,7,11,18,9,2,11,3,6,9,33,28,61,26,23,49,12,3.210526315789474,2.5789473684210527,6,3,9,4,5,9,9,11,20,24,16,40,28,28,56,-16,2.1052631578947367,2.9473684210526314
2024-11-07T19:45:00Z,Genoa CFC,Como 1907,1,1,FINISHED,0,D,5,5,10,7,6,13,7,8,15,21,16,37,25,24,49,-12,1.9473684210526316,2.5789473684210527,8,5,13,5,5,10,6,9,15,28,21,49,26,26,52,-3,2.5789473684210527,2.736842105263158
2024-11-08T19:45:00Z,US Lecce,Empoli FC,1,1,FINISHED,0,D,4,4,8,6,4,10,9,11,20,13,14,27,31,27,58,-31,1.4210526315789473,3.0526315789473686,2,4,6,7,6,13,10,9,19,10,23,33,26,33,59,-26,1.736842105263158,3.1052631578947367
2024-11-09T14:00:00Z,Venezia FC,Parma Calcio 1913,1,2,FINISHED,-1,A,5,0,5,5,9,14,9,10,19,17,15,32,22,34,56,-24,1.6842105263157894,2.9473684210526314,5,2,7,6,9,15,8,8,16,25,19,44,28,30,58,-14,2.3157894736842106,3.0526315789473686
2024-11-09T17:00:00Z,Cagliari Calcio,AC Milan,3,3,FINISHED,0,D,6,3,9,4,5,9,9,11,20,24,16,40,28,28,56,-16,2.1052631578947367,2.9473684210526314,9,9,18,7,2,9,3,8,11,30,31,61,16,27,43,18,3.210526315789474,2.263157894736842
2024-11-09T19:45:00Z,Juventus FC,Torino FC,2,0,FINISHED,2,H,11,7,18,7,9,16,1,3,4,31,27,58,15,20,35,23,3.0526315789473686,1.8421052631578947,6,4,10,7,7,14,6,8,14,17,22,39,18,27,45,-6,2.0526315789473686,2.3684210526315788
2024-11-10T11:30:00Z,Atalanta BC,Udinese Calcio,2,1,FINISHED,1,H,9,13,22,5,3,8,5,3,8,36,42,78,24,13,37,41,4.105263157894737,1.9473684210526316,7,5,12,3,5,8,9,9,18,22,19,41,27,29,56,-15,2.1578947368421053,2.9473684210526314
2024-11-10T14:00:00Z,ACF Fiorentina,Hellas Verona FC,3,1,FINISHED,2,H,12,7,19,4,4,8,3,8,11,32,28,60,18,23,41,19,3.1578947368421053,2.1578947368421053,4,6,10,5,2,7,10,11,21,15,19,34,36,30,66,-32,1.7894736842105263,3.473684210526316
2024-11-10T14:00:00Z,AS Roma,Bologna FC 1909,2,3,FINISHED,-1,A,13,7,20,2,7,9,4,5,9,37,19,56,15,20,35,21,2.9473684210526314,1.8421052631578947,10,6,16,7,7,14,2,6,8,33,24,57,18,29,47,10,3.0,2.473684210526316
2024-11-10T17:00:00Z,AC Monza,SS Lazio,0,1,FINISHED,-1,A,1,2,3,5,4,9,13,13,26,13,15,28,31,38,69,-41,1.4736842105263157,3.6315789473684212,7,11,18,9,2,11,3,6,9,33,28,61,26,23,49,12,3.210526315789474,2.5789473684210527
2024-11-10T19:45:00Z,FC Internazionale Milano,SSC Napoli,1,1,FINISHED,0,D,13,11,24,4,5,9,2,3,5,40,39,79,21,14,35,44,4.157894736842105,1.8421052631578947,14,10,24,3,7,10,2,2,4,32,27,59,13,14,27,32,3.1052631578947367,1.4210526315789473
2024-11-23T14:00:00Z,Hellas Verona FC,FC Internazionale Milano,0,5,FINISHED,-5,A,4,6,10,5,2,7,10,11,21,15,19,34,36,30,66,-32,1.7894736842105263,3.473684210526316,13,11,24,4,5,9,2,3,5,40,39,79,21,14,35,44,4.157894736842105,1.8421052631578947
2024-11-23T17:00:00Z,AC Milan,Juventus FC,0,0,FINISHED,0,D,9,9,18,7,2,9,3,8,11,30,31,61,16,27,43,18,3.210526315789474,2.263157894736842,11,7,18,7,9,16,1,3,4,31,27,58,15,20,35,23,3.0526315789473686,1.8421052631578947
2024-11-23T19:45:00Z,Parma Calcio 1913,Atalanta BC,1,3,FINISHED,-2,A,5,2,7,6,9,15,8,8,16,25,19,44,28,30,58,-14,2.3157894736842106,3.0526315789473686,9,13,22,5,3,8,5,3,8,36,42,78,24,13,37,41,4.105263157894737,1.9473684210526316
2024-11-24T11:30:00Z,Genoa CFC,Cagliari Calcio,2,2,FINISHED,0,D,5,5,10,7,6,13,7,8,15,21,16,37,25,24,49,-12,1.9473684210526316,2.5789473684210527,6,3,9,4,5,9,9,11,20,24,16,40,28,28,56,-16,2.1052631578947367,2.9473684210526314
2024-11-24T14:00:00Z,Como 1907,ACF Fiorentina,0,2,FINISHED,-2,A,8,5,13,5,5,10,6,9,15,28,21,49,26,26,52,-3,2.5789473684210527,2.736842105263158,12,7,19,4,4,8,3,8,11,32,28,60,18,23,41,19,3.1578947368421053,2.1578947368421053
2024-11-24T14:00:00Z,Torino FC,AC Monza,1,1,FINISHED,0,D,6,4,10,7,7,14,6,8,14,17,22,39,18,27,45,-6,2.0526315789473686,2.3684210526315788,1,2,3,5,4,9,13,13,26,13,15,28,31,38,69,-41,1.4736842105263157,3.6315789473684212
2024-11-24T17:00:00Z,SSC Napoli,AS Roma,1,0,FINISHED,1,H,14,10,24,3,7,10,2,2,4,32,27,59,13,14,27,32,3.1052631578947367,1.4210526315789473,13,7,20,2,7,9,4,5,9,37,19,56,15,20,35,21,2.9473684210526314,1.8421052631578947
2024-11-24T19:45:00Z,SS Lazio,Bologna FC 1909,3,0,FINISHED,3,H,7,11,18,9,2,11,3,6,9,33,28,61,26,23,49,12,3.210526315789474,2.5789473684210527,10,6,16,7,7,14,2,6,8,33,24,57,18,29,47,10,3.0,2.473684210526316
2024-11-25T17:30:00Z,Empoli FC,Udinese Calcio,1,1,FINISHED,0,D,2,4,6,7,6,13,10,9,19,10,23,33,26,33,59,-26,1.736842105263158,3.1052631578947367,7,5,12,3,5,8,9,9,18,22,19,41,27,29,56,-15,2.1578947368421053,2.9473684210526314
2024-11-25T19:45:00Z,Venezia FC,US Lecce,0,1,FINISHED,-1,A,5,0,5,5,9,14,9,10,19,17,15,32,22,34,56,-24,1.6842105263157894,2.9473684210526314,4,4,8,6,4,10,9,11,20,13,14,27,31,27,58,-31,1.4210526315789473,3.0526315789473686
2024-11-29T19:45:00Z,Cagliari Calcio,Hellas Verona FC,1,0,FINISHED,1,H,6,3,9,4,5,9,9,11,20,24,16,40,28,28,56,-16,2.1052631578947367,2.9473684210526314,4,6,10,5,2,7,10,11,21,15,19,34,36,30,66,-32,1.7894736842105263,3.473684210526316
2024-11-30T14:00:00Z,Como 1907,AC Monza,1,1,FINISHED,0,D,8,5,13,5,5,10,6,9,15,28,21,49,26,26,52,-3,2.5789473684210527,2.736842105263158,1,2,3,5,4,9,13,13,26,13,15,28,31,38,69,-41,1.4736842105263157,3.6315789473684212
2024-11-30T17:00:00Z,AC Milan,Empoli FC,3,0,FINISHED,3,H,9,9,18,7,2,9,3,8,11,30,31,61,16,27,43,18,3.210526315789474,2.263157894736842,2,4,6,7,6,13,10,9,19,10,23,33,26,33,59,-26,1.736842105263158,3.1052631578947367
2024-11-30T19:45:00Z,Bologna FC 1909,Venezia FC,3,0,FINISHED,3,H,10,6,16,7,7,14,2,6,8,33,24,57,18,29,47,10,3.0,2.473684210526316,5,0,5,5,9,14,9,10,19,17,15,32,22,34,56,-24,1.6842105263157894,2.9473684210526314
2024-12-01T11:30:00Z,Udinese Calcio,Genoa CFC,0,2,FINISHED,-2,A,7,5,12,3,5,8,9,9,18,22,19,41,27,29,56,-15,2.1578947368421053,2.9473684210526314,5,5,10,7,6,13,7,8,15,21,16,37,25,24,49,-12,1.9473684210526316,2.5789473684210527
2024-12-01T14:00:00Z,Parma Calcio 1913,SS Lazio,3,1,FINISHED,2,H,5,2,7,6,9,15,8,8,16,25,19,44,28,30,58,-14,2.3157894736842106,3.0526315789473686,7,11,18,9,2,11,3,6,9,33,28,61,26,23,49,12,3.210526315789474,2.5789473684210527
2024-12-01T14:00:00Z,Torino FC,SSC Napoli,0,1,FINISHED,-1,A,6,4,10,7,7,14,6,8,14,17,22,39,18,27,45,-6,2.0526315789473686,2.3684210526315788,14,10,24,3,7,10,2,2,4,32,27,59,13,14,27,32,3.1052631578947367,1.4210526315789473
2024-12-01T19:45:00Z,US Lecce,Juventus FC,1,1,FINISHED,0,D,4,4,8,6,4,10,9,11,20,13,14,27,31,27,58,-31,1.4210526315789473,3.0526315789473686,11,7,18,7,9,16,1,3,4,31,27,58,15,20,35,23,3.0526315789473686,1.8421052631578947
2024-12-02T19:45:00Z,AS Roma,Atalanta BC,0,2,FINISHED,-2,A,13,7,20,2,7,9,4,5,9,37,19,56,15,20,35,21,2.9473684210526314,1.8421052631578947,9,13,22,5,3,8,5,3,8,36,42,78,24,13,37,41,4.105263157894737,1.9473684210526316
2024-12-06T17:30:00Z,FC Internazionale Milano,Parma Calcio 1913,3,1,FINISHED,2,H,13,11,24,4,5,9,2,3,5,40,39,79,21,14,35,44,4.157894736842105,1.8421052631578947,5,2,7,6,9,15,8,8,16,25,19,44,28,30,58,-14,2.3157894736842106,3.0526315789473686
2024-12-06T19:45:00Z,Atalanta BC,AC Milan,2,1,FINISHED,1,H,9,13,22,5,3,8,5,3,8,36,42,78,24,13,37,41,4.105263157894737,1.9473684210526316,9,9,18,7,2,9,3,8,11,30,31,61,16,27,43,18,3.210526315789474,2.263157894736842
2024-12-07T14:00:00Z,Genoa CFC,Torino FC,0,0,FINISHED,0,D,5,5,10,7,6,13,7,8,15,21,16,37,25,24,49,-12,1.9473684210526316,2.5789473684210527,6,4,10,7,7,14,6,8,14,17,22,39,18,27,45,-6,2.0526315789473686,2.3684210526315788
2024-12-07T17:00:00Z,Juventus FC,Bologna FC 1909,2,2,FINISHED,0,D,11,7,18,7,9,16,1,3,4,31,27,58,15,20,35,23,3.0526315789473686,1.8421052631578947,10,6,16,7,7,14,2,6,8,33,24,57,18,29,47,10,3.0,2.473684210526316
2024-12-07T19:45:00Z,AS Roma,US Lecce,4,1,FINISHED,3,H,13,7,20,2,7,9,4,5,9,37,19,56,15,20,35,21,2.9473684210526314,1.8421052631578947,4,4,8,6,4,10,9,11,20,13,14,27,31,27,58,-31,1.4210526315789473,3.0526315789473686
2024-12-08T11:30:00Z,ACF Fiorentina,Cagliari Calcio,1,0,FINISHED,1,H,12,7,19,4,4,8,3,8,11,32,28,60,18,23,41,19,3.1578947368421053,2.1578947368421053,6,3,9,4,5,9,9,11,20,24,16,40,28,28,56,-16,2.1052631578947367,2.9473684210526314
2024-12-08T14:00:00Z,Hellas Verona FC,Empoli FC,1,4,FINISHED,-3,A,4,6,10,5,2,7,10,11,21,15,19,34,36,30,66,-32,1.7894736842105263,3.473684210526316,2,4,6,7,6,13,10,9,19,10,23,33,26,33,59,-26,1.736842105263158,3.1052631578947367
2024-12-08T17:00:00Z,Venezia FC,Como 1907,2,2,FINISHED,0,D,5,0,5,5,9,14,9,10,19,17,15,32,22,34,56,-24,1.6842105263157894,2.9473684210526314,8,5,13,5,5,10,6,9,15,28,21,49,26,26,52,-3,2.5789473684210527,2.736842105263158
2024-12-08T19:45:00Z,SSC Napoli,SS Lazio,0,1,FINISHED,-1,A,14,10,24,3,7,10,2,2,4,32,27,59,13,14,27,32,3.1052631578947367,1.4210526315789473,7,11,18,9,2,11,3,6,9,33,28,61,26,23,49,12,3.210526315789474,2.5789473684210527
2024-12-09T19:45:00Z,AC Monza,Udinese Calcio,1,2,FINISHED,-1,A,1,2,3,5,4,9,13,13,26,13,15,28,31,38,69,-41,1.4736842105263157,3.6315789473684212,7,5,12,3,5,8,9,9,18,22,19,41,27,29,56,-15,2.1578947368421053,2.9473684210526314
2024-12-13T19:45:00Z,Empoli FC,Torino FC,0,1,FINISHED,-1,A,2,4,6,7,6,13,10,9,19,10,23,33,26,33,59,-26,1.736842105263158,3.1052631578947367,6,4,10,7,7,14,6,8,14,17,22,39,18,27,45,-6,2.0526315789473686,2.3684210526315788
